"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"11/03/2025 03:00:00 - 11/03/2025 03:15:00","BZN|DE-LU","Sequence 2","97.1","",""
"11/03/2025 03:15:00 - 11/03/2025 03:30:00","BZN|DE-LU","Sequence 1","100.5","",""
"11/03/2025 03:15:00 - 11/03/2025 03:30:00","BZN|DE-LU","Sequence 2","98.48","",""
"11/03/2025 03:30:00 - 11/03/2025 03:45:00","BZN|DE-LU","Sequence 1","100.5","",""
"11/03/2025 03:30:00 - 11/03/2025 03:45:00","BZN|DE-LU","Sequence 2","99.2","",""
"11/03/2025 03:45:00 - 11/03/2025 04:00:00","BZN|DE-LU","Sequence 1","100.5","",""
"11/03/2025 03:45:00 - 11/03/2025 04:00:00","BZN|DE-LU","Sequence 2","101.5","",""
"11/03/2025 04:00:00 - 11/03/2025 04:15:00","BZN|DE-LU","Sequence 1","102.53","",""
"11/03/2025 04:00:00 - 11/03/2025 04:15:00","BZN|DE-LU","Sequence 2","93.8","",""
"11/03/2025 04:15:00 - 11/03/2025 04:30:00","BZN|DE-LU","Sequence 1","102.53","",""
"11/03/2025 04:15:00 - 11/03/2025 04:30:00","BZN|DE-LU","Sequence 2","96.5","",""
"11/03/2025 04:30:00 - 11/03/2025 04:45:00","BZN|DE-LU","Sequence 1","102.53","",""
"11/03/2025 04:30:00 - 11/03/2025 04:45:00","BZN|DE-LU","Sequence 2","104.1","",""
"11/03/2025 04:45:00 - 11/03/2025 05:00:00","BZN|DE-LU","Sequence 1","102.53","",""
"11/03/2025 04:45:00 - 11/03/2025 05:00:00","BZN|DE-LU","Sequence 2","111.6","",""
"11/03/2025 05:00:00 - 11/03/2025 05:15:00","BZN|DE-LU","Sequence 1","110.86","",""
"11/03/2025 05:00:00 - 11/03/2025 05:15:00","BZN|DE-LU","Sequence 2","88.7","",""
"11/03/2025 05:15:00 - 11/03/2025 05:30:00","BZN|DE-LU","Sequence 1","110.86","",""
"11/03/2025 05:15:00 - 11/03/2025 05:30:00","BZN|DE-LU","Sequence 2","100.8","",""
"11/03/2025 05:30:00 - 11/03/2025 05:45:00","BZN|DE-LU","Sequence 1","110.86","",""
"11/03/2025 05:30:00 - 11/03/2025 05:45:00","BZN|DE-LU","Sequence 2","116.02","",""
"11/03/2025 05:45:00 - 11/03/2025 06:00:00","BZN|DE-LU","Sequence 1","110.86","",""
"11/03/2025 05:45:00 - 11/03/2025 06:00:00","BZN|DE-LU","Sequence 2","130.1","",""
"11/03/2025 06:00:00 - 11/03/2025 06:15:00","BZN|DE-LU","Sequence 1","148.04","",""
"11/03/2025 06:00:00 - 11/03/2025 06:15:00","BZN|DE-LU","Sequence 2","100.74","",""
"11/03/2025 06:15:00 - 11/03/2025 06:30:00","BZN|DE-LU","Sequence 1","148.04","",""
"11/03/2025 06:15:00 - 11/03/2025 06:30:00","BZN|DE-LU","Sequence 2","134.8","",""
"11/03/2025 06:30:00 - 11/03/2025 06:45:00","BZN|DE-LU","Sequence 1","148.04","",""
"11/03/2025 06:30:00 - 11/03/2025 06:45:00","BZN|DE-LU","Sequence 2","159.2","",""
"11/03/2025 06:45:00 - 11/03/2025 07:00:00","BZN|DE-LU","Sequence 1","148.04","",""
"11/03/2025 06:45:00 - 11/03/2025 07:00:00","BZN|DE-LU","Sequence 2","187.47","",""
"11/03/2025 07:00:00 - 11/03/2025 07:15:00","BZN|DE-LU","Sequence 1","152.98","",""
"11/03/2025 07:00:00 - 11/03/2025 07:15:00","BZN|DE-LU","Sequence 2","160.4","",""
"11/03/2025 07:15:00 - 11/03/2025 07:30:00","BZN|DE-LU","Sequence 1","152.98","",""
"11/03/2025 07:15:00 - 11/03/2025 07:30:00","BZN|DE-LU","Sequence 2","164.97","",""
"11/03/2025 07:30:00 - 11/03/2025 07:45:00","BZN|DE-LU","Sequence 1","152.98","",""
"11/03/2025 07:30:00 - 11/03/2025 07:45:00","BZN|DE-LU","Sequence 2","167.48","",""
"11/03/2025 07:45:00 - 11/03/2025 08:00:00","BZN|DE-LU","Sequence 1","152.98","",""
"11/03/2025 07:45:00 - 11/03/2025 08:00:00","BZN|DE-LU","Sequence 2","174.37","",""
"11/03/2025 08:00:00 - 11/03/2025 08:15:00","BZN|DE-LU","Sequence 1","146.49","",""
"11/03/2025 08:00:00 - 11/03/2025 08:15:00","BZN|DE-LU","Sequence 2","184.7","",""
"11/03/2025 08:15:00 - 11/03/2025 08:30:00","BZN|DE-LU","Sequence 1","146.49","",""
"11/03/2025 08:15:00 - 11/03/2025 08:30:00","BZN|DE-LU","Sequence 2","158.0","",""
"11/03/2025 08:30:00 - 11/03/2025 08:45:00","BZN|DE-LU","Sequence 1","146.49","",""
"11/03/2025 08:30:00 - 11/03/2025 08:45:00","BZN|DE-LU","Sequence 2","144.9","",""
"11/03/2025 08:45:00 - 11/03/2025 09:00:00","BZN|DE-LU","Sequence 1","146.49","",""
"11/03/2025 08:45:00 - 11/03/2025 09:00:00","BZN|DE-LU","Sequence 2","116.74","",""
"11/03/2025 09:00:00 - 11/03/2025 09:15:00","BZN|DE-LU","Sequence 1","128.53","",""
"11/03/2025 09:00:00 - 11/03/2025 09:15:00","BZN|DE-LU","Sequence 2","169.99","",""
"11/03/2025 09:15:00 - 11/03/2025 09:30:00","BZN|DE-LU","Sequence 1","128.53","",""
"11/03/2025 09:15:00 - 11/03/2025 09:30:00","BZN|DE-LU","Sequence 2","142.7","",""
"11/03/2025 09:30:00 - 11/03/2025 09:45:00","BZN|DE-LU","Sequence 1","128.53","",""
"11/03/2025 09:30:00 - 11/03/2025 09:45:00","BZN|DE-LU","Sequence 2","124.8","",""
"11/03/2025 09:45:00 - 11/03/2025 10:00:00","BZN|DE-LU","Sequence 1","128.53","",""
"11/03/2025 09:45:00 - 11/03/2025 10:00:00","BZN|DE-LU","Sequence 2","89.6","",""
"11/03/2025 10:00:00 - 11/03/2025 10:15:00","BZN|DE-LU","Sequence 1","102.0","",""
"11/03/2025 10:00:00 - 11/03/2025 10:15:00","BZN|DE-LU","Sequence 2","149.94","",""
"11/03/2025 10:15:00 - 11/03/2025 10:30:00","BZN|DE-LU","Sequence 1","102.0","",""
"11/03/2025 10:15:00 - 11/03/2025 10:30:00","BZN|DE-LU","Sequence 2","101.59","",""
"11/03/2025 10:30:00 - 11/03/2025 10:45:00","BZN|DE-LU","Sequence 1","102.0","",""
"11/03/2025 10:30:00 - 11/03/2025 10:45:00","BZN|DE-LU","Sequence 2","87.55","",""
"11/03/2025 10:45:00 - 11/03/2025 11:00:00","BZN|DE-LU","Sequence 1","102.0","",""
"11/03/2025 10:45:00 - 11/03/2025 11:00:00","BZN|DE-LU","Sequence 2","77.51","",""
"11/03/2025 11:00:00 - 11/03/2025 11:15:00","BZN|DE-LU","Sequence 1","97.48","",""
"11/03/2025 11:00:00 - 11/03/2025 11:15:00","BZN|DE-LU","Sequence 2","131.1","",""
"11/03/2025 11:15:00 - 11/03/2025 11:30:00","BZN|DE-LU","Sequence 1","97.48","",""
"11/03/2025 11:15:00 - 11/03/2025 11:30:00","BZN|DE-LU","Sequence 2","97.46","",""
"11/03/2025 11:30:00 - 11/03/2025 11:45:00","BZN|DE-LU","Sequence 1","97.48","",""
"11/03/2025 11:30:00 - 11/03/2025 11:45:00","BZN|DE-LU","Sequence 2","82.58","",""
"11/03/2025 11:45:00 - 11/03/2025 12:00:00","BZN|DE-LU","Sequence 1","97.48","",""
"11/03/2025 11:45:00 - 11/03/2025 12:00:00","BZN|DE-LU","Sequence 2","75.08","",""
"11/03/2025 12:00:00 - 11/03/2025 12:15:00","BZN|DE-LU","Sequence 1","96.44","",""
"11/03/2025 12:00:00 - 11/03/2025 12:15:00","BZN|DE-LU","Sequence 2","118.2","",""
"11/03/2025 12:15:00 - 11/03/2025 12:30:00","BZN|DE-LU","Sequence 1","96.44","",""
"11/03/2025 12:15:00 - 11/03/2025 12:30:00","BZN|DE-LU","Sequence 2","99.95","",""
"11/03/2025 12:30:00 - 11/03/2025 12:45:00","BZN|DE-LU","Sequence 1","96.44","",""
"11/03/2025 12:30:00 - 11/03/2025 12:45:00","BZN|DE-LU","Sequence 2","80.09","",""
"11/03/2025 12:45:00 - 11/03/2025 13:00:00","BZN|DE-LU","Sequence 1","96.44","",""
"11/03/2025 12:45:00 - 11/03/2025 13:00:00","BZN|DE-LU","Sequence 2","77.58","",""
"11/03/2025 13:00:00 - 11/03/2025 13:15:00","BZN|DE-LU","Sequence 1","98.38","",""
"11/03/2025 13:00:00 - 11/03/2025 13:15:00","BZN|DE-LU","Sequence 2","92.3","",""
"11/03/2025 13:15:00 - 11/03/2025 13:30:00","BZN|DE-LU","Sequence 1","98.38","",""
"11/03/2025 13:15:00 - 11/03/2025 13:30:00","BZN|DE-LU","Sequence 2","97.7","",""
"11/03/2025 13:30:00 - 11/03/2025 13:45:00","BZN|DE-LU","Sequence 1","98.38","",""
"11/03/2025 13:30:00 - 11/03/2025 13:45:00","BZN|DE-LU","Sequence 2","100.46","",""
"11/03/2025 13:45:00 - 11/03/2025 14:00:00","BZN|DE-LU","Sequence 1","98.38","",""
"11/03/2025 13:45:00 - 11/03/2025 14:00:00","BZN|DE-LU","Sequence 2","87.58","",""
"11/03/2025 14:00:00 - 11/03/2025 14:15:00","BZN|DE-LU","Sequence 1","102.35","",""
"11/03/2025 14:00:00 - 11/03/2025 14:15:00","BZN|DE-LU","Sequence 2","70.07","",""
"11/03/2025 14:15:00 - 11/03/2025 14:30:00","BZN|DE-LU","Sequence 1","102.35","",""
"11/03/2025 14:15:00 - 11/03/2025 14:30:00","BZN|DE-LU","Sequence 2","85.84","",""
"11/03/2025 14:30:00 - 11/03/2025 14:45:00","BZN|DE-LU","Sequence 1","102.35","",""
"11/03/2025 14:30:00 - 11/03/2025 14:45:00","BZN|DE-LU","Sequence 2","115.2","",""
"11/03/2025 14:45:00 - 11/03/2025 15:00:00","BZN|DE-LU","Sequence 1","102.35","",""
"11/03/2025 14:45:00 - 11/03/2025 15:00:00","BZN|DE-LU","Sequence 2","132.4","",""
"11/03/2025 15:00:00 - 11/03/2025 15:15:00","BZN|DE-LU","Sequence 1","112.84","",""
"11/03/2025 15:00:00 - 11/03/2025 15:15:00","BZN|DE-LU","Sequence 2","78.8","",""
"11/03/2025 15:15:00 - 11/03/2025 15:30:00","BZN|DE-LU","Sequence 1","112.84","",""
"11/03/2025 15:15:00 - 11/03/2025 15:30:00","BZN|DE-LU","Sequence 2","101.7","",""
"11/03/2025 15:30:00 - 11/03/2025 15:45:00","BZN|DE-LU","Sequence 1","112.84","",""
"11/03/2025 15:30:00 - 11/03/2025 15:45:00","BZN|DE-LU","Sequence 2","119.7","",""
"11/03/2025 15:45:00 - 11/03/2025 16:00:00","BZN|DE-LU","Sequence 1","112.84","",""
"11/03/2025 15:45:00 - 11/03/2025 16:00:00","BZN|DE-LU","Sequence 2","149.69","",""
"11/03/2025 16:00:00 - 11/03/2025 16:15:00","BZN|DE-LU","Sequence 1","132.86","",""
"11/03/2025 16:00:00 - 11/03/2025 16:15:00","BZN|DE-LU","Sequence 2","93.5","",""
"11/03/2025 16:15:00 - 11/03/2025 16:30:00","BZN|DE-LU","Sequence 1","132.86","",""
"11/03/2025 16:15:00 - 11/03/2025 16:30:00","BZN|DE-LU","Sequence 2","114.5","",""
"11/03/2025 16:30:00 - 11/03/2025 16:45:00","BZN|DE-LU","Sequence 1","132.86","",""
"11/03/2025 16:30:00 - 11/03/2025 16:45:00","BZN|DE-LU","Sequence 2","150.1","",""
"11/03/2025 16:45:00 - 11/03/2025 17:00:00","BZN|DE-LU","Sequence 1","132.86","",""
"11/03/2025 16:45:00 - 11/03/2025 17:00:00","BZN|DE-LU","Sequence 2","184.23","",""
"11/03/2025 17:00:00 - 11/03/2025 17:15:00","BZN|DE-LU","Sequence 1","171.95","",""
"11/03/2025 17:00:00 - 11/03/2025 17:15:00","BZN|DE-LU","Sequence 2","108.3","",""
"11/03/2025 17:15:00 - 11/03/2025 17:30:00","BZN|DE-LU","Sequence 1","171.95","",""
"11/03/2025 17:15:00 - 11/03/2025 17:30:00","BZN|DE-LU","Sequence 2","138.5","",""
"11/03/2025 17:30:00 - 11/03/2025 17:45:00","BZN|DE-LU","Sequence 1","171.95","",""
"11/03/2025 17:30:00 - 11/03/2025 17:45:00","BZN|DE-LU","Sequence 2","176.6","",""
"11/03/2025 17:45:00 - 11/03/2025 18:00:00","BZN|DE-LU","Sequence 1","171.95","",""
"11/03/2025 17:45:00 - 11/03/2025 18:00:00","BZN|DE-LU","Sequence 2","231.9","",""
"11/03/2025 18:00:00 - 11/03/2025 18:15:00","BZN|DE-LU","Sequence 1","205.02","",""
"11/03/2025 18:00:00 - 11/03/2025 18:15:00","BZN|DE-LU","Sequence 2","169.0","",""
"11/03/2025 18:15:00 - 11/03/2025 18:30:00","BZN|DE-LU","Sequence 1","205.02","",""
"11/03/2025 18:15:00 - 11/03/2025 18:30:00","BZN|DE-LU","Sequence 2","180.0","",""
"11/03/2025 18:30:00 - 11/03/2025 18:45:00","BZN|DE-LU","Sequence 1","205.02","",""
"11/03/2025 18:30:00 - 11/03/2025 18:45:00","BZN|DE-LU","Sequence 2","197.32","",""
"11/03/2025 18:45:00 - 11/03/2025 19:00:00","BZN|DE-LU","Sequence 1","205.02","",""
"11/03/2025 18:45:00 - 11/03/2025 19:00:00","BZN|DE-LU","Sequence 2","204.94","",""
"11/03/2025 19:00:00 - 11/03/2025 19:15:00","BZN|DE-LU","Sequence 1","180.95","",""
"11/03/2025 19:00:00 - 11/03/2025 19:15:00","BZN|DE-LU","Sequence 2","221.1","",""
"11/03/2025 19:15:00 - 11/03/2025 19:30:00","BZN|DE-LU","Sequence 1","180.95","",""
"11/03/2025 19:15:00 - 11/03/2025 19:30:00","BZN|DE-LU","Sequence 2","177.43","",""
"11/03/2025 19:30:00 - 11/03/2025 19:45:00","BZN|DE-LU","Sequence 1","180.95","",""
"11/03/2025 19:30:00 - 11/03/2025 19:45:00","BZN|DE-LU","Sequence 2","160.1","",""
"11/03/2025 19:45:00 - 11/03/2025 20:00:00","BZN|DE-LU","Sequence 1","180.95","",""
"11/03/2025 19:45:00 - 11/03/2025 20:00:00","BZN|DE-LU","Sequence 2","138.5","",""
"11/03/2025 20:00:00 - 11/03/2025 20:15:00","BZN|DE-LU","Sequence 1","149.43","",""
"11/03/2025 20:00:00 - 11/03/2025 20:15:00","BZN|DE-LU","Sequence 2","199.94","",""
"11/03/2025 20:15:00 - 11/03/2025 20:30:00","BZN|DE-LU","Sequence 1","149.43","",""
"11/03/2025 20:15:00 - 11/03/2025 20:30:00","BZN|DE-LU","Sequence 2","153.2","",""
"11/03/2025 20:30:00 - 11/03/2025 20:45:00","BZN|DE-LU","Sequence 1","149.43","",""
"11/03/2025 20:30:00 - 11/03/2025 20:45:00","BZN|DE-LU","Sequence 2","134.02","",""
"11/03/2025 20:45:00 - 11/03/2025 21:00:00","BZN|DE-LU","Sequence 1","149.43","",""
"11/03/2025 20:45:00 - 11/03/2025 21:00:00","BZN|DE-LU","Sequence 2","108.4","",""
"11/03/2025 21:00:00 - 11/03/2025 21:15:00","BZN|DE-LU","Sequence 1","133.0","",""
"11/03/2025 21:00:00 - 11/03/2025 21:15:00","BZN|DE-LU","Sequence 2","160.8","",""
"11/03/2025 21:15:00 - 11/03/2025 21:30:00","BZN|DE-LU","Sequence 1","133.0","",""
"11/03/2025 21:15:00 - 11/03/2025 21:30:00","BZN|DE-LU","Sequence 2","138.0","",""
"11/03/2025 21:30:00 - 11/03/2025 21:45:00","BZN|DE-LU","Sequence 1","133.0","",""
"11/03/2025 21:30:00 - 11/03/2025 21:45:00","BZN|DE-LU","Sequence 2","122.9","",""
"11/03/2025 21:45:00 - 11/03/2025 22:00:00","BZN|DE-LU","Sequence 1","133.0","",""
"11/03/2025 21:45:00 - 11/03/2025 22:00:00","BZN|DE-LU","Sequence 2","103.7","",""
"11/03/2025 22:00:00 - 11/03/2025 22:15:00","BZN|DE-LU","Sequence 1","121.25","",""
"11/03/2025 22:00:00 - 11/03/2025 22:15:00","BZN|DE-LU","Sequence 2","131.2","",""
"11/03/2025 22:15:00 - 11/03/2025 22:30:00","BZN|DE-LU","Sequence 1","121.25","",""
"11/03/2025 22:15:00 - 11/03/2025 22:30:00","BZN|DE-LU","Sequence 2","115.1","",""
"11/03/2025 22:30:00 - 11/03/2025 22:45:00","BZN|DE-LU","Sequence 1","121.25","",""
"11/03/2025 22:30:00 - 11/03/2025 22:45:00","BZN|DE-LU","Sequence 2","115.7","",""
"11/03/2025 22:45:00 - 11/03/2025 23:00:00","BZN|DE-LU","Sequence 1","121.25","",""
"11/03/2025 22:45:00 - 11/03/2025 23:00:00","BZN|DE-LU","Sequence 2","96.31","",""
"11/03/2025 23:00:00 - 11/03/2025 23:15:00","BZN|DE-LU","Sequence 1","107.34","",""
"11/03/2025 23:00:00 - 11/03/2025 23:15:00","BZN|DE-LU","Sequence 2","117.53","",""
"11/03/2025 23:15:00 - 11/03/2025 23:30:00","BZN|DE-LU","Sequence 1","107.34","",""
"11/03/2025 23:15:00 - 11/03/2025 23:30:00","BZN|DE-LU","Sequence 2","112.4","",""
"11/03/2025 23:30:00 - 11/03/2025 23:45:00","BZN|DE-LU","Sequence 1","107.34","",""
"11/03/2025 23:30:00 - 11/03/2025 23:45:00","BZN|DE-LU","Sequence 2","102.5","",""
"11/03/2025 23:45:00 - 12/03/2025 00:00:00","BZN|DE-LU","Sequence 1","107.34","",""
"11/03/2025 23:45:00 - 12/03/2025 00:00:00","BZN|DE-LU","Sequence 2","91.7","",""
"12/03/2025 00:00:00 - 12/03/2025 00:15:00","BZN|DE-LU","Sequence 1","101.73","",""
"12/03/2025 00:00:00 - 12/03/2025 00:15:00","BZN|DE-LU","Sequence 2","109.7","",""
"12/03/2025 00:15:00 - 12/03/2025 00:30:00","BZN|DE-LU","Sequence 1","101.73","",""
"12/03/2025 00:15:00 - 12/03/2025 00:30:00","BZN|DE-LU","Sequence 2","112.16","",""
"12/03/2025 00:30:00 - 12/03/2025 00:45:00","BZN|DE-LU","Sequence 1","101.73","",""
"12/03/2025 00:30:00 - 12/03/2025 00:45:00","BZN|DE-LU","Sequence 2","91.5","",""
"12/03/2025 00:45:00 - 12/03/2025 01:00:00","BZN|DE-LU","Sequence 1","101.73","",""
"12/03/2025 00:45:00 - 12/03/2025 01:00:00","BZN|DE-LU","Sequence 2","83.2","",""
"12/03/2025 01:00:00 - 12/03/2025 01:15:00","BZN|DE-LU","Sequence 1","100.09","",""
"12/03/2025 01:00:00 - 12/03/2025 01:15:00","BZN|DE-LU","Sequence 2","103.1","",""
"12/03/2025 01:15:00 - 12/03/2025 01:30:00","BZN|DE-LU","Sequence 1","100.09","",""
"12/03/2025 01:15:00 - 12/03/2025 01:30:00","BZN|DE-LU","Sequence 2","95.4","",""
"12/03/2025 01:30:00 - 12/03/2025 01:45:00","BZN|DE-LU","Sequence 1","100.09","",""
"12/03/2025 01:30:00 - 12/03/2025 01:45:00","BZN|DE-LU","Sequence 2","93.75","",""
"12/03/2025 01:45:00 - 12/03/2025 02:00:00","BZN|DE-LU","Sequence 1","100.09","",""
"12/03/2025 01:45:00 - 12/03/2025 02:00:00","BZN|DE-LU","Sequence 2","99.1","",""
"12/03/2025 02:00:00 - 12/03/2025 02:15:00","BZN|DE-LU","Sequence 1","97.79","",""
"12/03/2025 02:00:00 - 12/03/2025 02:15:00","BZN|DE-LU","Sequence 2","106.4","",""
"12/03/2025 02:15:00 - 12/03/2025 02:30:00","BZN|DE-LU","Sequence 1","97.79","",""
"12/03/2025 02:15:00 - 12/03/2025 02:30:00","BZN|DE-LU","Sequence 2","102.0","",""
"12/03/2025 02:30:00 - 12/03/2025 02:45:00","BZN|DE-LU","Sequence 1","97.79","",""
"12/03/2025 02:30:00 - 12/03/2025 02:45:00","BZN|DE-LU","Sequence 2","94.54","",""
"12/03/2025 02:45:00 - 12/03/2025 03:00:00","BZN|DE-LU","Sequence 1","97.79","",""
"12/03/2025 02:45:00 - 12/03/2025 03:00:00","BZN|DE-LU","Sequence 2","89.7","",""
"12/03/2025 03:00:00 - 12/03/2025 03:15:00","BZN|DE-LU","Sequence 1","97.38","",""
"12/03/2025 03:00:00 - 12/03/2025 03:15:00","BZN|DE-LU","Sequence 2","95.81","",""
"12/03/2025 03:15:00 - 12/03/2025 03:30:00","BZN|DE-LU","Sequence 1","97.38","",""
"12/03/2025 03:15:00 - 12/03/2025 03:30:00","BZN|DE-LU","Sequence 2","101.9","",""
"12/03/2025 03:30:00 - 12/03/2025 03:45:00","BZN|DE-LU","Sequence 1","97.38","",""
"12/03/2025 03:30:00 - 12/03/2025 03:45:00","BZN|DE-LU","Sequence 2","94.2","",""
"12/03/2025 03:45:00 - 12/03/2025 04:00:00","BZN|DE-LU","Sequence 1","97.38","",""
"12/03/2025 03:45:00 - 12/03/2025 04:00:00","BZN|DE-LU","Sequence 2","106.7","",""
"12/03/2025 04:00:00 - 12/03/2025 04:15:00","BZN|DE-LU","Sequence 1","101.8","",""
"12/03/2025 04:00:00 - 12/03/2025 04:15:00","BZN|DE-LU","Sequence 2","97.43","",""
"12/03/2025 04:15:00 - 12/03/2025 04:30:00","BZN|DE-LU","Sequence 1","101.8","",""
"12/03/2025 04:15:00 - 12/03/2025 04:30:00","BZN|DE-LU","Sequence 2","91.1","",""
"12/03/2025 04:30:00 - 12/03/2025 04:45:00","BZN|DE-LU","Sequence 1","101.8","",""
"12/03/2025 04:30:00 - 12/03/2025 04:45:00","BZN|DE-LU","Sequence 2","99.1","",""
"12/03/2025 04:45:00 - 12/03/2025 05:00:00","BZN|DE-LU","Sequence 1","101.8","",""
"12/03/2025 04:45:00 - 12/03/2025 05:00:00","BZN|DE-LU","Sequence 2","117.6","",""
"12/03/2025 05:00:00 - 12/03/2025 05:15:00","BZN|DE-LU","Sequence 1","110.31","",""
"12/03/2025 05:00:00 - 12/03/2025 05:15:00","BZN|DE-LU","Sequence 2","86.05","",""
"12/03/2025 05:15:00 - 12/03/2025 05:30:00","BZN|DE-LU","Sequence 1","110.31","",""
"12/03/2025 05:15:00 - 12/03/2025 05:30:00","BZN|DE-LU","Sequence 2","106.5","",""
"12/03/2025 05:30:00 - 12/03/2025 05:45:00","BZN|DE-LU","Sequence 1","110.31","",""
"12/03/2025 05:30:00 - 12/03/2025 05:45:00","BZN|DE-LU","Sequence 2","113.8","",""
"12/03/2025 05:45:00 - 12/03/2025 06:00:00","BZN|DE-LU","Sequence 1","110.31","",""
"12/03/2025 05:45:00 - 12/03/2025 06:00:00","BZN|DE-LU","Sequence 2","130.08","",""
"12/03/2025 06:00:00 - 12/03/2025 06:15:00","BZN|DE-LU","Sequence 1","144.54","",""
"12/03/2025 06:00:00 - 12/03/2025 06:15:00","BZN|DE-LU","Sequence 2","92.1","",""
"12/03/2025 06:15:00 - 12/03/2025 06:30:00","BZN|DE-LU","Sequence 1","144.54","",""
"12/03/2025 06:15:00 - 12/03/2025 06:30:00","BZN|DE-LU","Sequence 2","118.8","",""
"12/03/2025 06:30:00 - 12/03/2025 06:45:00","BZN|DE-LU","Sequence 1","144.54","",""
"12/03/2025 06:30:00 - 12/03/2025 06:45:00","BZN|DE-LU","Sequence 2","149.79","",""
"12/03/2025 06:45:00 - 12/03/2025 07:00:00","BZN|DE-LU","Sequence 1","144.54","",""
"12/03/2025 06:45:00 - 12/03/2025 07:00:00","BZN|DE-LU","Sequence 2","184.92","",""
"12/03/2025 07:00:00 - 12/03/2025 07:15:00","BZN|DE-LU","Sequence 1","161.64","",""
"12/03/2025 07:00:00 - 12/03/2025 07:15:00","BZN|DE-LU","Sequence 2","144.8","",""
"12/03/2025 07:15:00 - 12/03/2025 07:30:00","BZN|DE-LU","Sequence 1","161.64","",""
"12/03/2025 07:15:00 - 12/03/2025 07:30:00","BZN|DE-LU","Sequence 2","149.3","",""
"12/03/2025 07:30:00 - 12/03/2025 07:45:00","BZN|DE-LU","Sequence 1","161.64","",""
"12/03/2025 07:30:00 - 12/03/2025 07:45:00","BZN|DE-LU","Sequence 2","154.8","",""
"12/03/2025 07:45:00 - 12/03/2025 08:00:00","BZN|DE-LU","Sequence 1","161.64","",""
"12/03/2025 07:45:00 - 12/03/2025 08:00:00","BZN|DE-LU","Sequence 2","171.49","",""
"12/03/2025 08:00:00 - 12/03/2025 08:15:00","BZN|DE-LU","Sequence 1","148.41","",""
"12/03/2025 08:00:00 - 12/03/2025 08:15:00","BZN|DE-LU","Sequence 2","166.4","",""
"12/03/2025 08:15:00 - 12/03/2025 08:30:00","BZN|DE-LU","Sequence 1","148.41","",""
"12/03/2025 08:15:00 - 12/03/2025 08:30:00","BZN|DE-LU","Sequence 2","150.1","",""
"12/03/2025 08:30:00 - 12/03/2025 08:45:00","BZN|DE-LU","Sequence 1","148.41","",""
"12/03/2025 08:30:00 - 12/03/2025 08:45:00","BZN|DE-LU","Sequence 2","142.7","",""
"12/03/2025 08:45:00 - 12/03/2025 09:00:00","BZN|DE-LU","Sequence 1","148.41","",""
"12/03/2025 08:45:00 - 12/03/2025 09:00:00","BZN|DE-LU","Sequence 2","129.2","",""
"12/03/2025 09:00:00 - 12/03/2025 09:15:00","BZN|DE-LU","Sequence 1","125.0","",""
"12/03/2025 09:00:00 - 12/03/2025 09:15:00","BZN|DE-LU","Sequence 2","156.2","",""
"12/03/2025 09:15:00 - 12/03/2025 09:30:00","BZN|DE-LU","Sequence 1","125.0","",""
"12/03/2025 09:15:00 - 12/03/2025 09:30:00","BZN|DE-LU","Sequence 2","134.3","",""
"12/03/2025 09:30:00 - 12/03/2025 09:45:00","BZN|DE-LU","Sequence 1","125.0","",""
"12/03/2025 09:30:00 - 12/03/2025 09:45:00","BZN|DE-LU","Sequence 2","123.2","",""
"12/03/2025 09:45:00 - 12/03/2025 10:00:00","BZN|DE-LU","Sequence 1","125.0","",""
"12/03/2025 09:45:00 - 12/03/2025 10:00:00","BZN|DE-LU","Sequence 2","104.14","",""
"12/03/2025 10:00:00 - 12/03/2025 10:15:00","BZN|DE-LU","Sequence 1","102.62","",""
"12/03/2025 10:00:00 - 12/03/2025 10:15:00","BZN|DE-LU","Sequence 2","137.3","",""
"12/03/2025 10:15:00 - 12/03/2025 10:30:00","BZN|DE-LU","Sequence 1","102.62","",""
"12/03/2025 10:15:00 - 12/03/2025 10:30:00","BZN|DE-LU","Sequence 2","112.97","",""
"12/03/2025 10:30:00 - 12/03/2025 10:45:00","BZN|DE-LU","Sequence 1","102.62","",""
"12/03/2025 10:30:00 - 12/03/2025 10:45:00","BZN|DE-LU","Sequence 2","105.08","",""
"12/03/2025 10:45:00 - 12/03/2025 11:00:00","BZN|DE-LU","Sequence 1","102.62","",""
"12/03/2025 10:45:00 - 12/03/2025 11:00:00","BZN|DE-LU","Sequence 2","102.55","",""
"12/03/2025 11:00:00 - 12/03/2025 11:15:00","BZN|DE-LU","Sequence 1","99.69","",""
"12/03/2025 11:00:00 - 12/03/2025 11:15:00","BZN|DE-LU","Sequence 2","120.64","",""
"12/03/2025 11:15:00 - 12/03/2025 11:30:00","BZN|DE-LU","Sequence 1","99.69","",""
"12/03/2025 11:15:00 - 12/03/2025 11:30:00","BZN|DE-LU","Sequence 2","102.6","",""
"12/03/2025 11:30:00 - 12/03/2025 11:45:00","BZN|DE-LU","Sequence 1","99.69","",""
"12/03/2025 11:30:00 - 12/03/2025 11:45:00","BZN|DE-LU","Sequence 2","100.08","",""
"12/03/2025 11:45:00 - 12/03/2025 12:00:00","BZN|DE-LU","Sequence 1","99.69","",""
